LinkID,Wban_number,datestarted,dateended,avg_Dry_bulb_temp,avg_Dew_point_temp,avg_Wet_bulb_temp,avg_RH,avg_WS,avg_Val_wind_char,avg_Pressure,avg_Sea_Level_Pressure,avg_Precipitation,avg_Sky_conditions,avg_Visibility,avg_Weather_type,avg_Wind_Gust,avg_WD
CA000000,23174,"1999-10-14 02:50:00","1999-10-15 22:50:00",65.1333,59.6111,61.8222,82.7333,5.88889,0,29.7576,1010.88,0,CLR,10SM,-,-,90
CA000000,93134,"1999-10-14 02:52:00","1999-10-15 22:52:00",66.9267,57.3644,61.2244,73.0667,1.75556,0,29.652,1010.68,0,CLR,10SM,-,-,0
CA000000,03166,"1999-10-18 16:53:00","1999-10-20 15:53:00",73.3833,40.3548,55.931,35.8571,2.52381,0,29.9124,1016.15,0,CLR,10SM,-,-,0
CA000000,03167,"1999-10-18 16:53:00","1999-10-20 15:53:00",74.8479,41.9708,57.4104,34.9167,2.77083,0,29.9508,1016.45,0,CLR,10SM,-,-,0
CA000000,23129,"1999-10-18 16:56:00","1999-10-20 15:56:00",70.6417,44.2021,56.2625,42.7083,3.14583,0,29.9852,1016.33,0,CLR,10SM,-,-,0
CA000000,23174,"1999-10-18 16:50:00","1999-10-20 15:50:00",70.1729,46.1167,57.1979,44.9792,6.02083,0.375,29.9165,1016.55,0,CLR,10SM,-,-,270
CA000000,93134,"1999-10-18 16:52:00","1999-10-20 15:52:00",69.7881,33.1333,51.8857,28.5952,1.2381,0,29.8164,1016.21,0,CLR,10SM,-,-,0
CA000000,03166,"1999-10-25 17:53:00","1999-10-27 16:53:00",65.5604,54.9021,59.4292,70.8542,2.02083,0,29.9625,1017.85,0,CLR,10SM,-,-,0
CA000000,03167,"1999-10-25 17:53:00","1999-10-27 16:53:00",67.7298,51.0043,58.9064,58.9787,3.7234,0,30.0028,1018.21,0,CLR,5SM,HZ,-,0
CA000000,23129,"1999-10-25 17:56:00","1999-10-27 16:56:00",64.8667,55.3563,59.3729,73.375,3.08333,0,30.0373,1018.09,0,CLR,5SM,-,-,0
CA000000,23174,"1999-10-25 17:50:00","1999-10-27 17:50:00",62.5878,57.3571,59.5857,83.6122,4.97959,0,29.9669,1018.28,0.000204082,CLR,4SM,-,-,225
CA000000,93134,"1999-10-25 17:52:00","1999-10-27 16:52:00",64.4604,55.7833,59.4271,75.6042,1.58333,0,29.87,1018.08,0,CLR,4SM,BR,-,0
CA000000,23174,"1999-10-25 17:50:00","1999-10-27 16:50:00",62.6208,57.3646,59.6063,83.5417,4.91667,0,29.9669,1018.28,0.000208333,CLR,4SM,-,-,225
CA000000,03166,"1999-10-28 01:53:00","1999-10-30 00:53:00",66.4354,56.2896,60.5979,73.0208,2.41667,0,29.9425,1017.19,0,CLR,2SM,HZ,-,0
CA000000,03167,"1999-10-28 02:53:00","1999-10-30 00:53:00",68.2979,55.0511,60.6128,63.4468,3.44681,0,29.9813,1017.5,0,CLR,10SM,-,-,0
CA000000,23129,"1999-10-28 00:56:00","1999-10-30 00:56:00",65.1673,49.5857,57.1102,61.5102,3.67347,0,30.0202,1017.5,0,CLR,10SM,HZ,-,0
CA000000,23174,"1999-10-28 01:50:00","1999-10-30 00:50:00",63.2313,57.1458,59.7083,81.2292,4.5,0,29.946,1017.63,0,CLR,6SM,-,-,0
CA000000,93134,"1999-10-28 01:52:00","1999-10-30 00:52:00",63.9833,55.9396,59.3208,76.6875,1.89583,0,29.8517,1017.5,0,CLR,3SM,HZ,-,0
CA000000,23129,"1999-10-28 01:56:00","1999-10-30 00:56:00",65.2729,49.9938,57.3292,62.125,3.66667,0,30.0187,1017.45,0,CLR,10SM,HZ,-,0
CA000000,23174,"1999-10-28 02:50:00","1999-10-30 00:50:00",63.2979,57.1723,59.7511,81.1277,4.51064,0,29.9447,1017.59,0,CLR,6SM,-,-,0
CA000000,03166,"1999-10-28 02:53:00","1999-10-30 00:53:00",66.5702,56.2745,60.6468,72.6596,2.46809,0,29.9411,1017.14,0,CLR,2SM,HZ,-,0
CA000000,23129,"1999-10-28 02:56:00","1999-10-30 00:56:00",65.383,50.4191,57.5574,62.766,3.65957,0,30.0174,1017.41,0,CLR,10SM,HZ,-,0
CA000000,93134,"1999-10-28 02:52:00","1999-10-30 00:52:00",64.0894,55.9404,59.366,76.4043,1.85106,0,29.8504,1017.46,0,CLR,3SM,HZ,-,0
CA000000,03166,"1999-11-04 02:53:00","1999-11-05 23:53:00",60.937,55.3022,57.713,82.587,2.13043,0,29.9376,1017.01,0,CLR,3SM,HZ,-,0
CA000000,03167,"1999-11-04 02:53:00","1999-11-05 23:53:00",65.8783,53.4174,58.813,64.6522,3.13043,0,29.9752,1017.26,0,CLR,21/,HZ,-,0
CA000000,23129,"1999-11-04 02:56:00","1999-11-05 23:56:00",60.4022,54.0804,56.8304,80.3696,2.69565,0,30.0041,1017.31,0.000217391,OVC017,4SM,HZ,-,0
CA000000,23174,"1999-11-04 02:50:00","1999-11-06 00:50:00",61.1426,55.0213,57.6872,80.7447,4.70213,0,29.8879,1017.39,0,OVC014,5SM,HZ,-,0
CA000000,93134,"1999-11-04 02:52:00","1999-11-06 00:52:00",61.3298,54.4043,57.4149,78.8085,1.57447,0,29.8443,1017.26,0,CLR,11/,HZ,-,0
CA000000,03166,"1999-11-04 02:53:00","1999-11-06 00:53:00",60.8106,55.2319,57.6213,82.7447,2.08511,0,29.9391,1017.06,0,CLR,3SM,HZ,-,0
CA000000,03167,"1999-11-04 02:53:00","1999-11-06 00:53:00",65.817,53.3872,58.7702,64.7234,3.06383,0,29.9768,1017.31,0,CLR,6SM,HZ,-,0
CA000000,23129,"1999-11-04 02:56:00","1999-11-06 00:56:00",60.3298,54.0596,56.7894,80.5106,2.6383,0,30.0055,1017.36,0.000212766,OVC017,4SM,HZ,-,0
CA000000,03166,"1999-11-08 16:53:00","1999-11-10 16:53:00",59.5816,51.6939,55.1531,77.0204,2.44898,0,29.9471,1017.36,0.000204082,CLR,10SM,-,-,0
CA000000,03167,"1999-11-08 16:53:00","1999-11-10 16:53:00",64.214,47.6326,55.5953,57.3953,2.86047,0,29.9874,1017.71,0.000465116,CLR,10SM,-,-,0
CA000000,23129,"1999-11-08 16:56:00","1999-11-10 16:56:00",59.5959,46.2898,53.0653,67,2.7551,0,30.0129,1017.59,0,CLR,10SM,-,-,0
CA000000,23174,"1999-11-08 16:50:00","1999-11-10 16:50:00",59.9612,53.3347,56.2612,79.5918,5.97959,0,29.898,1017.75,0,CLR,10SM,-,-,270
CA000000,93134,"1999-11-08 16:52:00","1999-11-10 16:52:00",59.6878,51.4449,55.1204,75.9592,1.42857,0.2857,29.8549,1017.65,0,CLR,10SM,-,-,0
CA000000,03166,"1999-11-11 02:53:00","1999-11-13 00:53:00",62.1851,50.9681,55.8362,69.7234,1.29787,0,29.9289,1016.73,0,CLR,3SM,HZ,-,0
CA000000,03167,"1999-11-11 02:53:00","1999-11-13 00:53:00",65.2936,52.5319,58.1383,65.1489,2.40426,0,29.9719,1017.17,0.000425532,CLR,7SM,-,-,0
CA000000,23129,"1999-11-11 02:56:00","1999-11-13 00:56:00",61.4319,52.7383,56.4851,75.7234,2.46809,0,29.9953,1017.01,0,CLR,10SM,-,-,0
CA000000,23174,"1999-11-11 02:50:00","1999-11-13 00:50:00",60.6596,55.2043,57.583,83.2979,5.23404,0,29.8853,1017.31,0.000425532,CLR,7SM,-,-,270
CA000000,93134,"1999-11-11 02:52:00","1999-11-13 00:52:00",61.7936,51.1979,55.9362,71.0426,1.19149,0,29.8391,1017.07,0,CLR,6SM,-,-,0
CA000000,03166,"1999-11-11 02:53:00","1999-11-12 23:53:00",62.3413,50.9652,55.9,69.3478,1.32609,0,29.9287,1016.73,0,CLR,3SM,HZ,-,0
CA000000,03167,"1999-11-11 02:53:00","1999-11-12 23:53:00",65.3435,52.4348,58.1087,64.8043,2.3913,0,29.972,1017.17,0.000434783,CLR,7SM,-,-,0
CA000000,23129,"1999-11-11 02:56:00","1999-11-12 23:56:00",61.5522,52.7109,56.5196,75.3478,2.52174,0,29.9952,1017.01,0,CLR,10SM,-,-,0
CA000000,93134,"1999-11-11 02:52:00","1999-11-12 23:52:00",61.8978,51.137,55.9478,70.6304,1.21739,0,29.8391,1017.07,0,CLR,6SM,-,-,0
CA000000,03166,"1999-11-18 01:53:00","1999-11-20 00:53:00",57.9583,49.8,53.5542,75.4167,2.64583,0,30.0415,1020.57,0,CLR,10SM,-,-,0
CA000000,03167,"1999-11-18 01:53:00","1999-11-20 00:53:00",64.0333,49.9292,56.3229,60.9792,2.95833,0,30.0781,1020.77,0,CLR,10SM,-,-,0
CA000000,23129,"1999-11-18 01:56:00","1999-11-20 00:56:00",57.9208,50.4667,53.8833,77.0625,2.77083,0,30.1071,1020.8,0,FEW030,10SM,-,-,0
CA000000,23174,"1999-11-18 01:50:00","1999-11-19 23:50:00",58.7333,50.5231,54.3256,74.8462,4.20513,0,29.981,1020.72,0,CLR,10SM,-,-,0
CA000000,93134,"1999-11-18 01:52:00","1999-11-20 00:52:00",58.6417,50.4333,54.2,75.3542,1.27083,0,29.9463,1020.75,0,CLR,10SM,-,-,0
CA000000,03166,"1999-11-29 15:53:00","1999-12-01 14:53:00",57.9833,49.7313,53.6042,76.2708,2.20833,0,30.0567,1021.1,0,CLR,10SM,-,-,0
CA000000,03167,"1999-11-29 15:53:00","1999-12-01 14:53:00",62.5604,51.825,56.6167,68.875,3.75,0,30.0929,1021.31,0.000208333,CLR,10SM,-,-,0
CA000000,23129,"1999-11-29 15:56:00","1999-12-01 14:56:00",57.4833,52.0187,54.5104,83.75,3.60417,0,30.12,1021.24,0,CLR,10SM,-,-,0
CA000000,23174,"1999-11-29 15:50:00","1999-12-01 14:50:00",57.8833,52.85,55.1375,84,6.22917,0.3958,29.9971,1021.39,0,FEW050,10SM,-,-,225
CA000000,93134,"1999-11-29 15:52:00","1999-12-01 14:47:00",58.1188,50.6958,54.1479,78.6667,1.60417,0,29.961,1021.26,0,CLR,10SM,-,-,0
CA000000,03166,"1999-11-29 16:53:00","1999-12-01 14:53:00",57.7277,49.7681,53.5128,76.9149,2.12766,0,30.0568,1021.11,0,CLR,10SM,-,-,0
CA000000,03167,"1999-11-29 16:53:00","1999-12-01 14:53:00",62.4021,51.9064,56.5894,69.3617,3.70213,0,30.093,1021.31,0.000212766,CLR,10SM,-,-,0
CA000000,23129,"1999-11-29 16:56:00","1999-12-01 14:56:00",57.3021,52.0851,54.4638,84.383,3.53191,0,30.12,1021.24,0,CLR,10SM,-,-,0
CA000000,23174,"1999-11-29 16:50:00","1999-12-01 14:50:00",57.7936,52.8447,55.0979,84.234,6.12766,0.4043,29.997,1021.38,0,FEW050,10SM,-,-,225
CA000000,93134,"1999-11-29 16:52:00","1999-12-01 14:47:00",57.8851,50.8362,54.1128,79.4681,1.53191,0,29.9611,1021.26,0,CLR,10SM,-,-,0
CA000000,03166,"1999-11-29 16:53:00","1999-12-01 15:53:00",57.7958,49.7729,53.5438,76.7083,2.1875,0,30.0544,1021.02,0,CLR,10SM,-,-,0
CA000000,03167,"1999-11-29 16:53:00","1999-12-01 15:53:00",62.4771,51.8042,56.5771,68.9583,3.79167,0,30.0904,1021.22,0.000208333,CLR,10SM,-,-,0
CA000000,23174,"1999-11-29 16:50:00","1999-12-01 15:50:00",57.8396,52.7646,55.075,83.875,6.25,0.3958,29.9946,1021.29,0,FEW050,10SM,-,-,225
CA000000,93134,"1999-11-29 16:52:00","1999-12-01 15:47:00",57.9917,50.7354,54.1104,78.9375,1.64583,0,29.9583,1021.17,0,CLR,10SM,-,-,0
CA000000,03166,"1999-12-02 01:53:00","1999-12-03 23:53:00",57.3617,39,49.0426,59.1489,3.65957,0,29.9498,1017.49,0,CLR,5SM,-,-,0
CA000000,03167,"1999-12-02 01:53:00","1999-12-03 23:53:00",62.234,40.5957,51.6596,49.0426,3.59574,0,29.9872,1017.74,0,CLR,10SM,-,-,0
CA000000,23129,"1999-12-02 01:56:00","1999-12-03 23:56:00",57.4565,41,49.8261,62.2391,3.28261,0,30.0124,1017.6,0,CLR,10SM,-,-,0
CA000000,23174,"1999-12-02 02:50:00","1999-12-03 23:50:00",59.1304,41.4783,50.6087,55.6522,6.58696,0.6522,29.8972,1017.74,0,BKN250,10SM,-,-,225
CA000000,93134,"1999-12-02 02:47:00","1999-12-03 23:47:00",57.1739,43.1304,50.1739,62.9348,1.71739,0,29.8548,1017.68,0,CLR,10SM,-,-,0
CA000000,03166,"1999-12-02 02:53:00","1999-12-03 23:53:00",57.5435,38.8478,49.087,58.4783,3.67391,0,29.9489,1017.46,0,CLR,5SM,-,-,0
CA000000,03167,"1999-12-02 02:53:00","1999-12-03 23:53:00",62.3696,40.4565,51.6739,48.5435,3.67391,0,29.9863,1017.71,0,CLR,10SM,-,-,0
CA000000,03166,"1999-12-13 16:53:00","1999-12-15 15:53:00",56.8542,26.0208,44.5833,42.8333,4.22917,0.3958,30.0615,1021.27,0,CLR,10SM,-,-,0
CA000000,03167,"1999-12-13 16:53:00","1999-12-15 15:53:00",59.875,31.8333,47.5625,41.4375,1.95833,0,30.104,1021.73,0.000208333,CLR,10SM,-,-,0
CA000000,23129,"1999-12-13 16:56:00","1999-12-15 15:56:00",55.9167,30.6875,45.3542,48.5208,3.6875,0,30.1277,1021.49,0,CLR,10SM,-,-,0
