"Date","Source","Site ID","POC","Daily Mean PM2.5 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/14/2020","AQS","481671034","2","6.6","ug/m3 LC","28","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"01/15/2020","AQS","481671034","2","6.1","ug/m3 LC","25","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"01/16/2020","AQS","481671034","2","4","ug/m3 LC","17","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"01/17/2020","AQS","481671034","2","7.7","ug/m3 LC","32","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"01/18/2020","AQS","481671034","2","3.8","ug/m3 LC","16","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"01/19/2020","AQS","481671034","2","2.5","ug/m3 LC","10","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"01/20/2020","AQS","481671034","2","3.8","ug/m3 LC","16","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"01/21/2020","AQS","481671034","2","3.8","ug/m3 LC","16","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"01/22/2020","AQS","481671034","2","5.9","ug/m3 LC","25","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"01/23/2020","AQS","481671034","2","4.6","ug/m3 LC","19","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"01/24/2020","AQS","481671034","2","5.3","ug/m3 LC","22","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"01/25/2020","AQS","481671034","2","5.3","ug/m3 LC","22","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"01/26/2020","AQS","481671034","2","4.7","ug/m3 LC","20","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"01/27/2020","AQS","481671034","2","7.5","ug/m3 LC","31","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"01/28/2020","AQS","481671034","2","5.9","ug/m3 LC","25","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"01/29/2020","AQS","481671034","2","2.1","ug/m3 LC","9","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"01/30/2020","AQS","481671034","2","6.2","ug/m3 LC","26","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"01/31/2020","AQS","481671034","2","6.7","ug/m3 LC","28","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"02/01/2020","AQS","481671034","2","8.1","ug/m3 LC","34","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"02/02/2020","AQS","481671034","2","6.9","ug/m3 LC","29","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"02/03/2020","AQS","481671034","2","6.9","ug/m3 LC","29","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"02/04/2020","AQS","481671034","2","15.2","ug/m3 LC","58","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"02/05/2020","AQS","481671034","2","9.4","ug/m3 LC","39","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"02/06/2020","AQS","481671034","2","4.6","ug/m3 LC","19","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"02/07/2020","AQS","481671034","2","5.8","ug/m3 LC","24","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"02/08/2020","AQS","481671034","2","6.9","ug/m3 LC","29","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"02/09/2020","AQS","481671034","2","8.5","ug/m3 LC","35","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"02/10/2020","AQS","481671034","2","9.8","ug/m3 LC","41","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"02/11/2020","AQS","481671034","2","7","ug/m3 LC","29","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"02/12/2020","AQS","481671034","2","4.7","ug/m3 LC","20","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"02/13/2020","AQS","481671034","2","3.6","ug/m3 LC","15","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"02/14/2020","AQS","481671034","2","5.2","ug/m3 LC","22","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"02/15/2020","AQS","481671034","2","5.8","ug/m3 LC","24","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"02/16/2020","AQS","481671034","2","7.4","ug/m3 LC","31","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"02/17/2020","AQS","481671034","2","7.9","ug/m3 LC","33","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"02/18/2020","AQS","481671034","2","8.5","ug/m3 LC","35","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"02/19/2020","AQS","481671034","2","6.1","ug/m3 LC","25","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"02/20/2020","AQS","481671034","2","3.7","ug/m3 LC","15","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"02/21/2020","AQS","481671034","2","5.6","ug/m3 LC","23","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"02/22/2020","AQS","481671034","2","7.4","ug/m3 LC","31","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"02/23/2020","AQS","481671034","2","5.5","ug/m3 LC","23","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"02/24/2020","AQS","481671034","2","5.6","ug/m3 LC","23","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"02/25/2020","AQS","481671034","2","7","ug/m3 LC","29","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"02/26/2020","AQS","481671034","2","2.9","ug/m3 LC","12","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"02/27/2020","AQS","481671034","2","4.3","ug/m3 LC","18","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"02/28/2020","AQS","481671034","2","6.3","ug/m3 LC","26","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"02/29/2020","AQS","481671034","2","6.1","ug/m3 LC","25","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"03/01/2020","AQS","481671034","2","7.2","ug/m3 LC","30","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"03/02/2020","AQS","481671034","2","9.2","ug/m3 LC","38","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"03/03/2020","AQS","481671034","2","8.3","ug/m3 LC","35","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"03/04/2020","AQS","481671034","2","5.8","ug/m3 LC","24","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"03/05/2020","AQS","481671034","2","4.5","ug/m3 LC","19","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"03/06/2020","AQS","481671034","2","8","ug/m3 LC","33","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"03/07/2020","AQS","481671034","2","5.6","ug/m3 LC","23","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"03/08/2020","AQS","481671034","2","6.4","ug/m3 LC","27","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"03/09/2020","AQS","481671034","2","7.2","ug/m3 LC","30","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"03/25/2020","AQS","481671034","2","13.8","ug/m3 LC","55","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"03/26/2020","AQS","481671034","2","13.2","ug/m3 LC","53","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"03/27/2020","AQS","481671034","2","11","ug/m3 LC","46","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"03/28/2020","AQS","481671034","2","9.4","ug/m3 LC","39","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"03/29/2020","AQS","481671034","2","4.8","ug/m3 LC","20","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"03/30/2020","AQS","481671034","2","12.5","ug/m3 LC","52","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"03/31/2020","AQS","481671034","2","7.9","ug/m3 LC","33","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"04/01/2020","AQS","481671034","2","4.6","ug/m3 LC","19","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"04/02/2020","AQS","481671034","2","5.5","ug/m3 LC","23","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"04/03/2020","AQS","481671034","2","8.5","ug/m3 LC","35","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"04/04/2020","AQS","481671034","2","8.3","ug/m3 LC","35","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"04/05/2020","AQS","481671034","2","12.9","ug/m3 LC","53","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"04/11/2020","AQS","481671034","2","9.5","ug/m3 LC","40","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"04/12/2020","AQS","481671034","2","20","ug/m3 LC","68","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"04/13/2020","AQS","481671034","2","5.4","ug/m3 LC","23","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"04/14/2020","AQS","481671034","2","5.1","ug/m3 LC","21","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"04/15/2020","AQS","481671034","2","4.7","ug/m3 LC","20","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"04/16/2020","AQS","481671034","2","6.6","ug/m3 LC","28","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"04/17/2020","AQS","481671034","2","9.7","ug/m3 LC","40","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"04/18/2020","AQS","481671034","2","10.8","ug/m3 LC","45","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"04/19/2020","AQS","481671034","2","15.4","ug/m3 LC","58","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"04/20/2020","AQS","481671034","2","10","ug/m3 LC","42","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"04/21/2020","AQS","481671034","2","7.7","ug/m3 LC","32","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"04/22/2020","AQS","481671034","2","16.1","ug/m3 LC","59","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"04/28/2020","AQS","481671034","2","11","ug/m3 LC","46","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"04/29/2020","AQS","481671034","2","7","ug/m3 LC","29","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"04/30/2020","AQS","481671034","2","4.1","ug/m3 LC","17","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"05/01/2020","AQS","481671034","2","3.8","ug/m3 LC","16","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"05/02/2020","AQS","481671034","2","4","ug/m3 LC","17","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"05/03/2020","AQS","481671034","2","4","ug/m3 LC","17","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"05/09/2020","AQS","481671034","2","4.2","ug/m3 LC","18","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"05/10/2020","AQS","481671034","2","6.1","ug/m3 LC","25","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"05/11/2020","AQS","481671034","2","6.1","ug/m3 LC","25","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"05/12/2020","AQS","481671034","2","5.9","ug/m3 LC","25","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"05/13/2020","AQS","481671034","2","6.1","ug/m3 LC","25","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"05/14/2020","AQS","481671034","2","7.3","ug/m3 LC","30","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"05/15/2020","AQS","481671034","2","7","ug/m3 LC","29","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"05/16/2020","AQS","481671034","2","4","ug/m3 LC","17","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"05/17/2020","AQS","481671034","2","3.3","ug/m3 LC","14","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"05/18/2020","AQS","481671034","2","5.5","ug/m3 LC","23","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"05/19/2020","AQS","481671034","2","5.8","ug/m3 LC","24","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"05/20/2020","AQS","481671034","2","10.6","ug/m3 LC","44","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"05/21/2020","AQS","481671034","2","6.2","ug/m3 LC","26","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"05/22/2020","AQS","481671034","2","13.2","ug/m3 LC","53","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"05/23/2020","AQS","481671034","2","10.2","ug/m3 LC","43","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"05/24/2020","AQS","481671034","2","6.7","ug/m3 LC","28","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"05/25/2020","AQS","481671034","2","3.1","ug/m3 LC","13","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"05/26/2020","AQS","481671034","2","3.1","ug/m3 LC","13","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
"05/27/2020","AQS","481671034","2","3.1","ug/m3 LC","13","Galveston 99th Street","1","100.0000","88101","PM2.5 - Local Conditions","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.254474","-94.861289"
