"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT10","WT10_ATTRIBUTES"
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2008-01-21","17.00",",,W"," 0402",",,W","0.00","T,,W,2400","0.0",",,Z","0.0",",,Z","55","H,,S","62",",,W","52",",,W","  110",",,W","  100",",,W","25.1",",,W","33.1",",,W",,,,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2008-01-22","7.83",",,W"," 2359",",,W","0.01",",,W,2400","0.0",",,Z","0.0",",,Z","63","H,,S","71",",,W","54",",,W","   10",",,W","   10",",,W","18.1",",,W","23.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2008-01-23","11.63",",,W"," 2359",",,W","0.21",",,W,2400","0.0",",,Z","0.0",",,Z","54","H,,S","54",",,W","51",",,W","   10",",,W","   10",",,W","18.1",",,W","23.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2008-01-24","17.67",",,W"," 0923",",,W","0.21",",,W,2400","0.0",",,Z","0.0",",,Z","49","H,,S","51",",,W","45",",,W","   20",",,W","   30",",,W","25.9",",,W","33.1",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2008-01-25","16.11",",,W"," 1448",",,W","0.05",",,W,2400","0.0",",,Z","0.0",",,Z","46","H,,S","50",",,W","41",",,W","   50",",,W","   60",",,W","23.0",",,W","28.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2008-01-26","6.49",",,W"," 1027",",,W","0.00",",,W,2400","0.0",",,Z","0.0",",,Z","47","H,,S","57",",,W","42",",,W","   10",",,W","   20",",,W","14.1",",,W","17.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2008-01-27","5.37",",,W"," 1527",",,W","0.00",",,W,2400","0.0",",,Z","0.0",",,Z","48","H,,S","51",",,W","44",",,W","   30",",,W","  110",",,W","10.1",",,W","14.1",",,W","    1",",,W","    1",",,W",,,,,,,,,"    1",",,W",,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2008-01-28","10.07",",,W"," 1409",",,W","0.00",",,W,2400","0.0",",,Z","0.0",",,Z","58","H,,S","69",",,W","50",",,W","  170",",,W","  170",",,W","15.0",",,W","19.9",",,W",,,,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2008-01-29","14.54",",,W"," 2154",",,W","0.00","T,,W,2400","0.0",",,Z","0.0",",,Z","65","H,,S","75",",,W","51",",,W","   10",",,W","   10",",,W","28.0",",,W","36.0",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2008-01-30","15.43",",,W"," 0107",",,W","0.00","T,,W,2400","0.0",",,Z","0.0",",,Z","52","H,,S","61",",,W","41",",,W","   30",",,W","   30",",,W","30.0",",,W","36.9",",,W",,,,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2008-01-31","14.99",",,W"," 1029",",,W","0.29",",,W,2400","0.0",",,Z","0.0",",,Z","61","H,,S","67",",,W","48",",,W","  320",",,W","  320",",,W","36.9",",,W","45.0",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2008-02-01","9.17",",,W"," 0055",",,W","0.00",",,W,2400","0.0",",,Z","0.0",",,Z","48","H,,S","56",",,W","40",",,W","  330",",,W","  340",",,W","23.0",",,W","29.1",",,W",,,,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2008-02-02","9.17",",,W"," 1352",",,W","0.00",",,W,2400","0.0",",,Z","0.0",",,Z","59","H,,S","70",",,W","53",",,W","  170",",,W","  170",",,W","16.1",",,W","19.9",",,W",,,,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2008-02-03","12.08",",,W"," 1452",",,W","0.00","T,,W,2400","0.0",",,Z","0.0",",,Z","65","H,,S","72",",,W","62",",,W","  180",",,W","  170",",,W","19.9",",,W","25.9",",,W","    1",",,W","    1",",,W",,,,,,,,,"    1",",,W",,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2008-02-04","10.96",",,W"," 2125",",,W","0.00",",,W,2400","0.0",",,Z","0.0",",,Z","66","H,,S","73",",,W","62",",,W","  140",",,W","  150",",,W","17.0",",,W","21.9",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2008-02-05","9.62",",,W"," 2200",",,W","0.09",",,W,2400","0.0",",,Z","0.0",",,Z","67","H,,S","72",",,W","59",",,W","  350",",,W","  360",",,W","25.1",",,W","31.1",",,W","    1",",,W","    1",",,W",,,,,,,,,"    1",",,W",,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2008-02-06","11.63",",,W"," 0912",",,W","0.00",",,W,2400","0.0",",,Z","0.0",",,Z","57","H,,S","62",",,W","47",",,W","  330",",,W","  320",",,W","23.9",",,W","29.1",",,W",,,,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2008-02-07","8.95",",,W"," 1610",",,W","0.00",",,W,2400","0.0",",,Z","0.0",",,Z","56","H,,S","66",",,W","46",",,W","  210",",,W","  210",",,W","19.9",",,W","25.1",",,W",,,,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2008-02-08","9.40",",,W"," 1349",",,W","0.00",",,W,2400","0.0",",,Z","0.0",",,Z","59","H,,S","70",",,W","48",",,W","  160",",,W","  210",",,W","17.0",",,W","21.9",",,W",,,,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2008-02-09","7.38",",,W"," 0955",",,W","0.00",",,W,2400","0.0",",,Z","0.0",",,Z","62","H,,S","69",",,W","58",",,W","   90",",,W","   90",",,W","15.0",",,W","17.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2008-02-10","7.38",",,W"," 1507",",,W","0.00",",,W,2400","0.0",",,Z","0.0",",,Z","62","H,,S","70",",,W","57",",,W","  120",",,W","  120",",,W","16.1",",,W","19.9",",,W","    1",",,W","    1",",,W",,,,,,,,,"    1",",,W",,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2008-02-11","11.18",",,W"," 2242",",,W","0.06",",,W,2400","0.0",",,Z","0.0",",,Z","64","H,,S","71",",,W","61",",,W","  210",",,W","  180",",,W","16.1",",,W","21.0",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2008-02-12","16.11",",,W"," 1805",",,W","0.47",",,W,2400","0.0",",,Z","0.0",",,Z","65","H,,S","72",",,W","53",",,W","  350",",,W","  360",",,W","35.1",",,W","40.0",",,W","    1",",,W",,,"    1",",,W",,,,,,,"    1",",,W",,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2008-02-13","11.86",",,W"," 0321",",,W","0.00",",,W,2400","0.0",",,Z","0.0",",,Z","52","H,,S","59",",,W","44",",,W","  350",",,W","  360",",,W","28.0",",,W","33.1",",,W",,,,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2008-02-14","11.41",",,W"," 1150",",,W","0.00",",,W,2400","0.0",",,Z","0.0",",,Z","59","H,,S","68",",,W","52",",,W","  150",",,W","  140",",,W","16.1",",,W","21.9",",,W",,,,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2008-02-15","13.65",",,W"," 2206",",,W","0.00","T,,W,2400","0.0",",,Z","0.0",",,Z","65","H,,S","71",",,W","62",",,W","  120",",,W","  100",",,W","19.9",",,W","25.9",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2008-02-16","14.76",",,W"," 2153",",,W","0.67",",,W,2400","0.0",",,Z","0.0",",,Z","66","H,,S","68",",,W","55",",,W","  320",",,W","  320",",,W","36.9",",,W","45.0",",,W","    1",",,W","    1",",,W","    1",",,W",,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2008-02-17","11.18",",,W"," 2348",",,W","0.00","T,,W,2400","0.0",",,Z","0.0",",,Z","64","H,,S","73",",,W","54",",,W","   20",",,W","   20",",,W","29.1",",,W","36.9",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2008-02-18","12.97",",,W"," 0000",",,W","0.00",",,W,2400","0.0",",,Z","0.0",",,Z","58","H,,S","64",",,W","51",",,W","   10",",,W","   20",",,W","29.1",",,W","36.0",",,W",,,,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2008-02-19","9.17",",,W"," 1431",",,W","0.00",",,W,2400","0.0",",,Z","0.0",",,Z","58","H,,S","64",",,W","51",",,W","  100",",,W","   90",",,W","15.0",",,W","19.9",",,W",,,,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2008-02-20","10.96",",,W"," 1500",",,W","0.02",",,W,2400","0.0",",,Z","0.0",",,Z","64","H,,S","71",",,W","60",",,W","  120",",,W","  110",",,W","17.0",",,W","21.9",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2008-02-21","9.17",",,W"," 1720",",,W","0.01",",,W,2400","0.0",",,Z","0.0",",,Z","67","H,,S","70",",,W","65",",,W","  170",",,W","  180",",,W","17.0",",,W","21.0",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2008-02-22","12.75",",,W"," 1048",",,W","0.00",",,W,2400","0.0",",,Z","0.0",",,Z","64","H,,S","69",",,W","51",",,W","   10",",,W","  350",",,W","19.9",",,W","23.9",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2008-02-23","8.72",",,W"," 0949",",,W","0.00",",,W,2400","0.0",",,Z","0.0",",,Z","56","H,,S","64",",,W","48",",,W","   70",",,W","   70",",,W","19.9",",,W","23.9",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2008-02-24","6.49",",,W"," 0152",",,W","0.00",",,W,2400","0.0",",,Z","0.0",",,Z","65","H,,S","73",",,W","61",",,W","  150",",,W","  150",",,W","13.0",",,W","15.0",",,W","    1",",,W","    1",",,W",,,,,,,,,"    1",",,W",,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2008-02-25","10.74",",,W"," 2354",",,W","0.00","T,,W,2400","0.0",",,Z","0.0",",,Z","65","H,,S","73",",,W","57",",,W","  290",",,W","  290",",,W","21.0",",,W","25.9",",,W","    1",",,W","    1",",,W",,,,,,,,,"    1",",,W",,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2008-02-26","23.04",",,W"," 2213",",,W","0.00","T,,W,2400","0.0",",,Z","0.0",",,Z","64","H,,S","72",",,W","50",",,W","  350",",,W","  350",",,W","35.1",",,W","40.0",",,W",,,,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2008-02-27","11.18",",,W"," 2353",",,W","0.00",",,W,2400","0.0",",,Z","0.0",",,Z","51","H,,S","58",",,W","45",",,W","  360",",,W","  360",",,W","28.0",",,W","36.9",",,W",,,,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2008-02-28","14.99",",,W"," 1203",",,W","0.00",",,W,2400","0.0",",,Z","0.0",",,Z","59","H,,S","70",",,W","53",",,W","  180",",,W","  180",",,W","21.9",",,W","29.1",",,W",,,,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2008-02-29","10.51",",,W"," 1144",",,W","0.00",",,W,2400","0.0",",,Z","0.0",",,Z","66","H,,S","73",",,W","61",",,W","  160",",,W","  160",",,W","18.1",",,W","21.9",",,W",,,,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2008-03-01",,," 1235",",,W","0.00",",,W,2400","0.0",",,Z","0.0",",,Z","66","H,,S","73",",,W","62",",,W","  140",",,W","  150",",,W","13.0",",,W","16.1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2008-03-02","15.43",",,W"," 2242",",,W","0.00",",,W,2400","0.0",",,Z","0.0",",,Z","67","H,,S","73",",,W","63",",,W","  160",",,W","  160",",,W","23.0",",,W","29.1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2008-03-03","18.79",",,W"," 1855",",,W","0.05",",,W,2400","0.0",",,Z","0.0",",,Z","66","H,,S","72",",,W","45",",,W","  320",",,W","  330",",,W","38.0",",,W","45.0",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2008-03-04","12.97",",,W"," 2355",",,W","0.00",",,W,2400","0.0",",,Z","0.0",",,Z","51","H,,S","64",",,W","40",",,W","  310",",,W","  310",",,W","30.0",",,W","38.0",",,W",,,,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2008-03-05","10.07",",,W"," 1420",",,W","0.00",",,W,2400","0.0",",,Z","0.0",",,Z","59","H,,S","68",",,W","52",",,W","  170",",,W","  180",",,W","16.1",",,W","19.9",",,W",,,,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2008-03-06","15.21",",,W"," 2020",",,W","0.89",",,W,2400","0.0",",,Z","0.0",",,Z","64","H,,S","69",",,W","51",",,W","  340",",,W","  340",",,W","36.9",",,W","46.1",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2008-03-07","19.46",",,W"," 1347",",,W","0.00","T,,W,2400","0.0",",,Z","0.0",",,Z","49","H,,S","53",",,W","42",",,W","  330",",,W","  330",",,W","36.0",",,W","47.0",",,W",,,,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2008-03-08","10.51",",,W"," 0630",",,W","0.00",",,W,2400","0.0",",,Z","0.0",",,Z","49","H,,S","56",",,W","44",",,W","   20",",,W","   20",",,W","19.9",",,W","23.9",",,W",,,,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2008-03-09","14.76",",,W"," 1642",",,W","0.00",",,W,2400","0.0",",,Z","0.0",",,Z","60","H,,S","69",",,W","55",",,W","  120",",,W","  110",",,W","25.1",",,W","32.0",",,W",,,,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2008-03-10","14.99",",,W"," 1246",",,W","0.76",",,W,2400","0.0",",,Z","0.0",",,Z","62","H,,S","67",",,W","57",",,W","  350",",,W","  360",",,W","38.9",",,W","51.0",",,W","    1",",,W",,,"    1",",,W",,,,,,,"    1",",,W",,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2008-03-11","8.72",",,W"," 0322",",,W","0.00",",,W,2400","0.0",",,Z","0.0",",,Z","58","H,,S","64",",,W","55",",,W","   10",",,W","   10",",,W","16.1",",,W","19.9",",,W",,,,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2008-03-12","7.83",",,W"," 2117",",,W","0.00",",,W,2400","0.0",",,Z","0.0",",,Z","59","H,,S","67",",,W","50",",,W","  170",",,W","  170",",,W","14.1",",,W","17.0",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2008-03-13","10.51",",,W"," 1634",",,W","0.00",",,W,2400","0.0",",,Z","0.0",",,Z","64","H,,S","72",",,W","58",",,W","  150",",,W","  150",",,W","23.9",",,W","31.1",",,W",,,,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2008-03-14","13.42",",,W"," 2231",",,W","0.00",",,W,2400","0.0",",,Z","0.0",",,Z","68","H,,S","72",",,W","66",",,W","  200",",,W","  190",",,W","21.0",",,W","25.9",",,W","    1",",,W","    1",",,W",,,,,,,,,"    1",",,W",,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2008-03-15","10.96",",,W"," 0428",",,W","0.00",",,W,2400","0.0",",,Z","0.0",",,Z","73","H,,S","87",",,W","65",",,W","  190",",,W","  230",",,W","21.9",",,W","28.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2008-03-16","19.01",",,W"," 0946",",,W","0.00",",,W,2400","0.0",",,Z","0.0",",,Z","68","H,,S","72",",,W","64",",,W","  120",",,W","  100",",,W","23.9",",,W","35.1",",,W",,,,,,,,,,,,,"    1",",,W",,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2008-03-17","18.79",",,W"," 0159",",,W","0.00",",,W,2400","0.0",",,Z","0.0",",,Z","70","H,,S","76",",,W","68",",,W","  120",",,W","  120",",,W","25.9",",,W","35.1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","29.2733","-94.8592","1.5","2008-03-18","17.22",",,W"," 2047",",,W","0.02",",,W,2400","0.0",",,Z","0.0",",,Z","71","H,,S","76",",,W","62",",,W","  280",",,W","  270",",,W","25.9",",,W","36.0",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
